"No.","Time","Source","Destination","Protocol","Length","Info"
"432","180.900904","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=12318 Ack=1193 Win=67840 Len=1392"
"433","180.900961","192.168.43.3","69.171.250.60","TCP","82","[TCP Dup ACK 428#2] 49545  >  443 [ACK] Seq=1193 Ack=8142 Win=66816 Len=0 SLE=9534 SRE=13710 SLE=24846 SRE=26238 SLE=17886 SRE=19278"
"434","180.960760","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=19278 Ack=1193 Win=67840 Len=1392"
"435","180.960815","192.168.43.3","69.171.250.60","TCP","82","[TCP Dup ACK 428#3] 49545  >  443 [ACK] Seq=1193 Ack=8142 Win=66816 Len=0 SLE=17886 SRE=20670 SLE=9534 SRE=13710 SLE=24846 SRE=26238"
"436","181.037977","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=22062 Ack=1193 Win=67840 Len=1392"
"437","181.038033","192.168.43.3","69.171.250.60","TCP","90","[TCP Dup ACK 428#4] 49545  >  443 [ACK] Seq=1193 Ack=8142 Win=66816 Len=0 SLE=22062 SRE=23454 SLE=17886 SRE=20670 SLE=9534 SRE=13710 SLE=24846 SRE=26238"
"438","181.062829","192.168.43.3","69.171.250.60","TLSv1.3","115","Application Data"
"439","181.092948","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=8142 Ack=1193 Win=67840 Len=1392"
"440","181.093036","192.168.43.3","69.171.250.60","TCP","82","49545  >  443 [ACK] Seq=1193 Ack=13710 Win=66816 Len=0 SLE=22062 SRE=23454 SLE=17886 SRE=20670 SLE=24846 SRE=26238"
"441","181.114769","192.168.43.3","69.171.250.60","QUIC","1392","Initial, DCID=7c4912f4dd0b115b"
"442","181.115371","192.168.43.3","69.171.250.60","TLSv1.2","298","Application Data"
"443","181.157806","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=23454 Ack=1193 Win=67840 Len=1392"
"444","181.157858","192.168.43.3","69.171.250.60","TCP","74","[TCP Dup ACK 440#1] 49545  >  443 [ACK] Seq=1437 Ack=13710 Win=66816 Len=0 SLE=22062 SRE=26238 SLE=17886 SRE=20670"
"445","181.232754","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"446","181.232816","192.168.43.3","69.171.250.60","TCP","74","[TCP Dup ACK 440#2] 49545  >  443 [ACK] Seq=1437 Ack=13710 Win=66816 Len=0 SLE=22062 SRE=27630 SLE=17886 SRE=20670"
"447","181.286907","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=13710 Ack=1193 Win=67840 Len=1392"
"448","181.286981","192.168.43.3","69.171.250.60","TCP","74","49545  >  443 [ACK] Seq=1437 Ack=15102 Win=66816 Len=0 SLE=22062 SRE=27630 SLE=17886 SRE=20670"
"449","181.337108","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=20670 Ack=1193 Win=67840 Len=1392"
"450","181.337172","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 448#1] 49545  >  443 [ACK] Seq=1437 Ack=15102 Win=66816 Len=0 SLE=17886 SRE=27630"
"451","181.402753","69.171.250.60","192.168.43.3","TLSv1.2","1446","[TCP Previous segment not captured] , Ignored Unknown Record"
"452","181.402809","192.168.43.3","69.171.250.60","TCP","74","[TCP Dup ACK 448#2] 49545  >  443 [ACK] Seq=1437 Ack=15102 Win=66816 Len=0 SLE=29022 SRE=30414 SLE=17886 SRE=27630"
"453","181.413768","69.171.250.60","192.168.43.3","TLSv1.3","299","Application Data, Application Data"
"454","181.413828","192.168.43.3","69.171.250.60","TCP","54","49546  >  443 [RST, ACK] Seq=583 Ack=2509 Win=0 Len=0"
"455","181.415111","192.168.43.3","69.171.250.60","QUIC","1392","Initial, DCID=7c4912f4dd0b115b"
"456","181.488960","69.171.250.60","192.168.43.3","TLSv1.2","1446","[TCP Previous segment not captured] , Ignored Unknown Record"
"457","181.489034","192.168.43.3","69.171.250.60","TCP","82","[TCP Dup ACK 448#3] 49545  >  443 [ACK] Seq=1437 Ack=15102 Win=66816 Len=0 SLE=31806 SRE=33198 SLE=29022 SRE=30414 SLE=17886 SRE=27630"
"458","181.522061","192.168.43.3","69.171.250.60","TCP","115","[TCP Retransmission] 49544  >  443 [PSH, ACK] Seq=18831 Ack=31953 Win=66816 Len=61"
"459","181.552955","69.171.250.60","192.168.43.3","TLSv1.2","1446","[TCP Previous segment not captured] , Ignored Unknown Record"
"460","181.553064","192.168.43.3","69.171.250.60","TCP","90","[TCP Dup ACK 448#4] 49545  >  443 [ACK] Seq=1437 Ack=15102 Win=66816 Len=0 SLE=34590 SRE=35982 SLE=31806 SRE=33198 SLE=29022 SRE=30414 SLE=17886 SRE=27630"
"461","181.613879","69.171.250.60","192.168.43.3","TCP","1446","443  >  49545 [ACK] Seq=35982 Ack=1437 Win=68864 Len=1392 [TCP segment of a reassembled PDU]"
"462","181.613941","192.168.43.3","69.171.250.60","TCP","90","[TCP Dup ACK 448#5] 49545  >  443 [ACK] Seq=1437 Ack=15102 Win=66816 Len=0 SLE=34590 SRE=37374 SLE=31806 SRE=33198 SLE=29022 SRE=30414 SLE=17886 SRE=27630"
"463","181.670160","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=15102 Ack=1437 Win=68864 Len=1392"
"464","181.670306","192.168.43.3","69.171.250.60","TCP","90","49545  >  443 [ACK] Seq=1437 Ack=16494 Win=66816 Len=0 SLE=34590 SRE=37374 SLE=31806 SRE=33198 SLE=29022 SRE=30414 SLE=17886 SRE=27630"
"465","181.757640","192.168.43.3","192.168.43.92","DNS","85","Standard query 0xc448 A teredo.ipv6.microsoft.com"
"466","181.770707","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=30414 Ack=1437 Win=68864 Len=1392"
"467","181.770798","192.168.43.3","69.171.250.60","TCP","82","[TCP Dup ACK 464#1] 49545  >  443 [ACK] Seq=1437 Ack=16494 Win=66816 Len=0 SLE=29022 SRE=33198 SLE=34590 SRE=37374 SLE=17886 SRE=27630"
"468","181.816385","69.171.250.60","192.168.43.3","TCP","1446","[TCP Previous segment not captured] 443  >  49545 [ACK] Seq=38766 Ack=1437 Win=68864 Len=1392 [TCP segment of a reassembled PDU], Ignored Unknown Record"
"469","181.816539","192.168.43.3","69.171.250.60","TCP","90","[TCP Dup ACK 464#2] 49545  >  443 [ACK] Seq=1437 Ack=16494 Win=66816 Len=0 SLE=38766 SRE=40158 SLE=29022 SRE=33198 SLE=34590 SRE=37374 SLE=17886 SRE=27630"
"470","181.871852","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=33198 Ack=1437 Win=68864 Len=1392"
"471","181.871998","192.168.43.3","69.171.250.60","TCP","82","[TCP Dup ACK 464#3] 49545  >  443 [ACK] Seq=1437 Ack=16494 Win=66816 Len=0 SLE=29022 SRE=37374 SLE=38766 SRE=40158 SLE=17886 SRE=27630"
"472","181.936026","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"473","181.936143","192.168.43.3","69.171.250.60","TCP","82","[TCP Dup ACK 464#4] 49545  >  443 [ACK] Seq=1437 Ack=16494 Win=66816 Len=0 SLE=38766 SRE=41550 SLE=29022 SRE=37374 SLE=17886 SRE=27630"
"474","181.940844","192.168.43.92","192.168.43.3","DNS","158","Standard query response 0xc448 No such name A teredo.ipv6.microsoft.com SOA ns1-04.azure-dns.com"
"475","182.010818","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=16494 Ack=1437 Win=68864 Len=1392"
"476","182.010918","192.168.43.3","69.171.250.60","TCP","74","49545  >  443 [ACK] Seq=1437 Ack=27630 Win=66816 Len=0 SLE=38766 SRE=41550 SLE=29022 SRE=37374"
"477","182.015210","192.168.43.3","69.171.250.60","QUIC","1392","Initial, DCID=7c4912f4dd0b115b"
"478","182.143918","69.171.250.60","192.168.43.3","TLSv1.2","1446","[TCP Previous segment not captured] , Ignored Unknown Record"
"479","182.143981","192.168.43.3","69.171.250.60","TCP","82","[TCP Dup ACK 476#1] 49545  >  443 [ACK] Seq=1437 Ack=27630 Win=66816 Len=0 SLE=42942 SRE=44334 SLE=38766 SRE=41550 SLE=29022 SRE=37374"
"480","182.204867","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=41550 Ack=1437 Win=68864 Len=1392"
"481","182.204938","192.168.43.3","69.171.250.60","TCP","74","[TCP Dup ACK 476#2] 49545  >  443 [ACK] Seq=1437 Ack=27630 Win=66816 Len=0 SLE=38766 SRE=44334 SLE=29022 SRE=37374"
"482","182.248720","192.168.43.3","69.171.250.60","TLSv1.2","298","Application Data"
"483","182.266280","69.171.250.60","192.168.43.3","TLSv1.2","1446","[TCP Previous segment not captured] , Ignored Unknown Record"
"484","182.266393","192.168.43.3","69.171.250.60","TCP","82","[TCP Dup ACK 476#3] 49545  >  443 [ACK] Seq=1681 Ack=27630 Win=66816 Len=0 SLE=45726 SRE=47118 SLE=38766 SRE=44334 SLE=29022 SRE=37374"
"485","182.315899","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"486","182.316033","192.168.43.3","69.171.250.60","TCP","82","[TCP Dup ACK 476#4] 49545  >  443 [ACK] Seq=1681 Ack=27630 Win=66816 Len=0 SLE=45726 SRE=48510 SLE=38766 SRE=44334 SLE=29022 SRE=37374"
"487","182.365887","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=37374 Ack=1437 Win=68864 Len=1392"
"488","182.365987","192.168.43.3","69.171.250.60","TCP","74","[TCP Dup ACK 476#5] 49545  >  443 [ACK] Seq=1681 Ack=27630 Win=66816 Len=0 SLE=29022 SRE=44334 SLE=45726 SRE=48510"
"489","182.436766","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=44334 Ack=1437 Win=68864 Len=1392"
"490","182.436898","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 476#6] 49545  >  443 [ACK] Seq=1681 Ack=27630 Win=66816 Len=0 SLE=29022 SRE=48510"
"491","182.442031","192.168.43.3","69.171.250.60","TCP","115","[TCP Retransmission] 49544  >  443 [PSH, ACK] Seq=18831 Ack=31953 Win=66816 Len=61"
"492","182.485126","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"493","182.485245","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 476#7] 49545  >  443 [ACK] Seq=1681 Ack=27630 Win=66816 Len=0 SLE=29022 SRE=49902"
"494","182.485448","69.171.250.60","192.168.43.3","TCP","54","443  >  49545 [ACK] Seq=49902 Ack=1681 Win=69888 Len=0"
"495","182.533012","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"496","182.533084","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 476#8] 49545  >  443 [ACK] Seq=1681 Ack=27630 Win=66816 Len=0 SLE=29022 SRE=51294"
"497","182.574338","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=27630 Ack=1681 Win=69888 Len=1392"
"498","182.574454","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=51294 Win=66816 Len=0"
"499","182.628806","69.171.250.60","192.168.43.3","TLSv1.2","1446","[TCP Previous segment not captured] , Ignored Unknown Record"
"500","182.628951","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 498#1] 49545  >  443 [ACK] Seq=1681 Ack=51294 Win=66816 Len=0 SLE=54078 SRE=55470"
"501","182.669911","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"502","182.670037","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 498#2] 49545  >  443 [ACK] Seq=1681 Ack=51294 Win=66816 Len=0 SLE=54078 SRE=56862"
"503","182.715812","69.171.250.60","192.168.43.3","TLSv1.2","1446","[TCP Previous segment not captured] , Ignored Unknown Record"
"504","182.715884","192.168.43.3","69.171.250.60","TCP","74","[TCP Dup ACK 498#3] 49545  >  443 [ACK] Seq=1681 Ack=51294 Win=66816 Len=0 SLE=58254 SRE=59646 SLE=54078 SRE=56862"
"505","182.779394","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=52686 Ack=1681 Win=69888 Len=1392"
"506","182.779457","192.168.43.3","69.171.250.60","TCP","74","[TCP Dup ACK 498#4] 49545  >  443 [ACK] Seq=1681 Ack=51294 Win=66816 Len=0 SLE=52686 SRE=56862 SLE=58254 SRE=59646"
"507","182.835270","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"508","182.835333","192.168.43.3","69.171.250.60","TCP","74","[TCP Dup ACK 498#5] 49545  >  443 [ACK] Seq=1681 Ack=51294 Win=66816 Len=0 SLE=58254 SRE=61038 SLE=52686 SRE=56862"
"509","182.900802","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=56862 Ack=1681 Win=69888 Len=1392"
"510","182.900905","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 498#6] 49545  >  443 [ACK] Seq=1681 Ack=51294 Win=66816 Len=0 SLE=52686 SRE=61038"
"511","182.941735","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"512","182.941790","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 498#7] 49545  >  443 [ACK] Seq=1681 Ack=51294 Win=66816 Len=0 SLE=52686 SRE=62430"
"513","183.007841","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"514","183.007902","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 498#8] 49545  >  443 [ACK] Seq=1681 Ack=51294 Win=66816 Len=0 SLE=52686 SRE=63822"
"515","183.058808","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"516","183.058910","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 498#9] 49545  >  443 [ACK] Seq=1681 Ack=51294 Win=66816 Len=0 SLE=52686 SRE=65214"
"517","183.160763","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=51294 Ack=1681 Win=69888 Len=1392"
"518","183.160838","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=65214 Win=66816 Len=0"
"519","183.216098","192.168.43.3","69.171.250.60","QUIC","1392","Initial, DCID=7c4912f4dd0b115b"
"520","183.266934","69.171.250.60","192.168.43.3","TLSv1.2","1446","[TCP Previous segment not captured] , Ignored Unknown Record"
"521","183.266987","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 518#1] 49545  >  443 [ACK] Seq=1681 Ack=65214 Win=66816 Len=0 SLE=67998 SRE=69390"
"522","183.310765","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=66606 Ack=1681 Win=69888 Len=1392"
"523","183.310825","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 518#2] 49545  >  443 [ACK] Seq=1681 Ack=65214 Win=66816 Len=0 SLE=66606 SRE=69390"
"524","183.394729","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=65214 Ack=1681 Win=69888 Len=1392"
"525","183.394804","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=69390 Win=66816 Len=0"
"526","183.472693","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=66606 Ack=1681 Win=69888 Len=1392"
"527","183.472750","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 525#1] 49545  >  443 [ACK] Seq=1681 Ack=69390 Win=66816 Len=0 SLE=66606 SRE=67998"
"528","183.843968","69.171.250.60","192.168.43.3","TLSv1.2","1446","[TCP Previous segment not captured] , Ignored Unknown Record"
"529","183.844024","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 525#2] 49545  >  443 [ACK] Seq=1681 Ack=69390 Win=66816 Len=0 SLE=72174 SRE=73566"
"530","184.004705","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=69390 Ack=1681 Win=69888 Len=1392"
"531","184.004772","192.168.43.3","69.171.250.60","TCP","66","49545  >  443 [ACK] Seq=1681 Ack=70782 Win=66816 Len=0 SLE=72174 SRE=73566"
"532","184.155647","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"533","184.155703","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 531#1] 49545  >  443 [ACK] Seq=1681 Ack=70782 Win=66816 Len=0 SLE=72174 SRE=74958"
"534","184.281945","192.168.43.3","69.171.250.60","TCP","115","[TCP Retransmission] 49544  >  443 [PSH, ACK] Seq=18831 Ack=31953 Win=66816 Len=61"
"535","184.300534","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"536","184.300588","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 531#2] 49545  >  443 [ACK] Seq=1681 Ack=70782 Win=66816 Len=0 SLE=72174 SRE=76350"
"537","184.355602","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=70782 Ack=1681 Win=69888 Len=1392"
"538","184.355675","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=76350 Win=66816 Len=0"
"539","184.360644","69.171.250.60","192.168.43.3","TCP","54","443  >  49544 [ACK] Seq=31953 Ack=18892 Win=68352 Len=0"
"540","184.407662","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"541","184.484589","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"542","184.484658","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=79134 Win=66816 Len=0"
"543","184.572606","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"544","184.679538","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"545","184.679602","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=81918 Win=66816 Len=0"
"546","184.780674","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"547","184.830804","69.171.250.60","192.168.43.3","TLSv1.2","1446","[TCP Previous segment not captured] , Ignored Unknown Record"
"548","184.830867","192.168.43.3","69.171.250.60","TCP","66","49545  >  443 [ACK] Seq=1681 Ack=83310 Win=66816 Len=0 SLE=84702 SRE=86094"
"549","184.873563","69.171.250.60","192.168.43.3","TCP","1446","443  >  49545 [PSH, ACK] Seq=86094 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"550","184.873618","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 548#1] 49545  >  443 [ACK] Seq=1681 Ack=83310 Win=66816 Len=0 SLE=84702 SRE=87486"
"551","185.000044","192.168.43.3","192.168.43.92","DNS","75","Standard query 0xc9f4 A www.youtube.com"
"552","185.012686","69.171.250.60","192.168.43.3","TCP","1446","[TCP Previous segment not captured] 443  >  49545 [ACK] Seq=90270 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"553","185.012765","192.168.43.3","69.171.250.60","TCP","74","[TCP Dup ACK 548#2] 49545  >  443 [ACK] Seq=1681 Ack=83310 Win=66816 Len=0 SLE=90270 SRE=91662 SLE=84702 SRE=87486"
"554","185.129641","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=87486 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"555","185.129696","192.168.43.3","69.171.250.60","TCP","74","[TCP Dup ACK 548#3] 49545  >  443 [ACK] Seq=1681 Ack=83310 Win=66816 Len=0 SLE=84702 SRE=88878 SLE=90270 SRE=91662"
"556","185.187375","192.168.43.3","69.171.250.60","QUIC","1392","Initial, DCID=7c4912f4dd0b115b"
"557","185.271561","69.171.250.60","192.168.43.3","TCP","1446","443  >  49544 [ACK] Seq=31953 Ack=18892 Win=68352 Len=1392 [TCP segment of a reassembled PDU]"
"558","185.332812","69.171.250.60","192.168.43.3","TLSv1.3","1446","Application Data [TCP segment of a reassembled PDU]"
"559","185.332885","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=18892 Ack=34737 Win=66816 Len=0"
"560","185.384831","69.171.250.60","192.168.43.3","TLSv1.3","1446","Application Data [TCP segment of a reassembled PDU]"
"561","185.471644","69.171.250.60","192.168.43.3","TCP","1446","443  >  49544 [ACK] Seq=36129 Ack=18892 Win=68352 Len=1392 [TCP segment of a reassembled PDU]"
"562","185.471735","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=18892 Ack=37521 Win=66816 Len=0"
"563","185.521645","69.171.250.60","192.168.43.3","TCP","1446","443  >  49544 [ACK] Seq=37521 Ack=18892 Win=68352 Len=1392 [TCP segment of a reassembled PDU]"
"564","185.571614","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=83310 Ack=1681 Win=69888 Len=1392"
"565","185.571685","192.168.43.3","69.171.250.60","TCP","66","49545  >  443 [ACK] Seq=1681 Ack=88878 Win=66816 Len=0 SLE=90270 SRE=91662"
"566","185.609974","69.171.250.60","192.168.43.3","TLSv1.3","1446","Application Data [TCP segment of a reassembled PDU]"
"567","185.610054","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=18892 Ack=40305 Win=66816 Len=0"
"568","185.658624","69.171.250.60","192.168.43.3","TCP","1446","443  >  49544 [ACK] Seq=40305 Ack=18892 Win=68352 Len=1392 [TCP segment of a reassembled PDU]"
"569","185.711661","69.171.250.60","192.168.43.3","TCP","1446","443  >  49545 [ACK] Seq=91662 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"570","185.711715","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 565#1] 49545  >  443 [ACK] Seq=1681 Ack=88878 Win=66816 Len=0 SLE=90270 SRE=93054"
"571","185.751743","69.171.250.60","192.168.43.3","TCP","1446","443  >  49544 [ACK] Seq=41697 Ack=18892 Win=68352 Len=1392 [TCP segment of a reassembled PDU]"
"572","185.751860","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=18892 Ack=43089 Win=66816 Len=0"
"573","185.793851","69.171.250.60","192.168.43.3","TLSv1.3","1446","Application Data [TCP segment of a reassembled PDU]"
"574","185.831575","69.171.250.60","192.168.43.3","TCP","1446","443  >  49545 [ACK] Seq=93054 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"575","185.831678","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 565#2] 49545  >  443 [ACK] Seq=1681 Ack=88878 Win=66816 Len=0 SLE=90270 SRE=94446"
"576","185.867160","192.168.43.3","69.171.250.60","TLSv1.3","224","Application Data"
"577","185.871046","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=88878 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"578","185.871160","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=94446 Win=66816 Len=0"
"579","185.923815","69.171.250.60","192.168.43.3","TCP","1446","[TCP Previous segment not captured] 443  >  49544 [ACK] Seq=45873 Ack=18892 Win=68352 Len=1392 [TCP segment of a reassembled PDU]"
"580","185.923871","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 576#1] 49544  >  443 [ACK] Seq=19062 Ack=44481 Win=66816 Len=0 SLE=45873 SRE=47265"
"581","185.959949","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49544 [ACK] Seq=44481 Ack=18892 Win=68352 Len=1392 [TCP segment of a reassembled PDU]"
"582","185.960093","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=19062 Ack=47265 Win=66816 Len=0"
"583","185.999953","192.168.43.3","192.168.43.92","DNS","75","Standard query 0xc9f4 A www.youtube.com"
"584","186.018735","69.171.250.60","192.168.43.3","TCP","1446","443  >  49545 [ACK] Seq=94446 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"585","186.057621","69.171.250.60","192.168.43.3","TCP","1446","443  >  49545 [PSH, ACK] Seq=95838 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"586","186.057686","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=97230 Win=66816 Len=0"
"587","186.108153","69.171.250.60","192.168.43.3","TLSv1.3","1446","Application Data [TCP segment of a reassembled PDU]"
"588","186.148164","69.171.250.60","192.168.43.3","TLSv1.3","1446","Application Data, Application Data"
"589","186.148238","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=19062 Ack=50049 Win=66816 Len=0"
"590","186.204271","69.171.250.60","192.168.43.3","TCP","1446","443  >  49544 [ACK] Seq=50049 Ack=19062 Win=71168 Len=1392 [TCP segment of a reassembled PDU]"
"591","186.244073","69.171.250.60","192.168.43.3","TLSv1.3","1446","Application Data [TCP segment of a reassembled PDU]"
"592","186.244191","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=19062 Ack=52833 Win=66816 Len=0"
"593","186.274587","69.171.250.60","192.168.43.3","TCP","1446","443  >  49545 [ACK] Seq=97230 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"594","186.303609","69.171.250.60","192.168.43.3","TCP","1446","443  >  49545 [ACK] Seq=98622 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"595","186.303676","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=100014 Win=66816 Len=0"
"596","186.365787","69.171.250.60","192.168.43.3","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"597","186.365909","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 592#1] 49544  >  443 [ACK] Seq=19062 Ack=52833 Win=66816 Len=0 SLE=57009 SRE=58401"
"598","186.405201","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49544 [ACK] Seq=55617 Ack=19062 Win=71168 Len=1392 [TCP segment of a reassembled PDU]"
"599","186.405263","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 592#2] 49544  >  443 [ACK] Seq=19062 Ack=52833 Win=66816 Len=0 SLE=55617 SRE=58401"
"600","186.475712","69.171.250.60","192.168.43.3","TCP","1446","443  >  49545 [ACK] Seq=100014 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"601","186.526658","69.171.250.60","192.168.43.3","TCP","1446","443  >  49545 [PSH, ACK] Seq=101406 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"602","186.526723","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=102798 Win=66816 Len=0"
